0 1000 375 0 1 0
0 1001 397 127 1 0
0 1002 386 170 1 4
0 1003 431 81 1 6
0 1004 491 198 1 4
0 1005 381 268 1 0
0 1006 406 104 1 7
0 1007 441 322 1 4
0 1008 476 65 1 7
0 1009 446 26 1 6
0 1010 498 41 1 7
0 1011 473 35 1 2
0 1012 377 132 1 5
0 1013 460 263 1 0
0 1014 453 44 1 4
0 1015 471 65 1 3
0 1016 438 110 1 5
0 1017 420 306 1 2
0 1018 440 149 1 4
0 1019 458 59 1 6
0 1020 482 269 1 0
0 1021 495 116 1 0
0 1022 408 25 1 5
0 1023 476 162 1 4
0 1024 439 205 1 5
0 1025 483 202 1 7
0 1026 416 137 1 1
0 1027 388 298 1 6
0 1028 494 316 1 1
0 1029 460 44 1 0
0 1030 375 67 1 4
0 1031 421 9 1 3
0 1032 473 154 1 2
0 1033 481 184 1 5
0 1034 408 274 1 3
0 1035 399 156 1 5
0 1036 495 264 1 3
0 1037 483 46 1 6
0 1038 377 329 1 5
0 1039 474 50 1 4
0 1040 488 271 1 2
0 1041 493 309 1 3
0 1042 395 148 1 3
0 1043 378 212 1 6
0 1044 397 183 1 7
0 1045 413 329 1 3
0 1046 491 318 1 2
0 1047 441 245 1 7
0 1048 471 263 1 0
0 1049 481 61 1 0
0 1050 427 103 1 3
0 1051 427 48 1 3
0 1052 412 7 1 1
0 1053 379 77 1 4
0 1054 436 308 1 6
0 1055 382 41 1 4
0 1056 417 159 1 4
0 1057 448 24 1 6
0 1058 425 204 1 1
0 1059 486 61 1 1
0 1060 389 55 1 7
0 1061 460 284 1 5
0 1062 416 258 1 6
0 1063 465 230 1 2
0 1064 451 145 1 6
0 1065 471 96 1 0
0 1066 450 179 1 5
0 1067 397 97 1 3
0 1068 455 259 1 3
0 1069 452 216 1 6
0 1070 397 107 1 0
0 1071 376 333 1 7
0 1072 400 211 1 7
0 1073 444 191 1 3
0 1074 431 107 1 1
0 1075 401 17 1 1
0 1076 446 320 1 3
0 1077 456 124 1 4
0 1078 423 11 1 2
0 1079 386 155 1 7
0 1080 490 212 1 6
0 1081 376 240 1 6
0 1082 391 20 1 0
0 1083 423 302 1 0
0 1084 490 310 1 5
0 1085 456 26 1 0
0 1086 375 184 1 6
0 1087 456 191 1 6
0 1088 465 88 1 2
0 1089 392 169 1 3
0 1090 387 176 1 6
0 1091 376 287 1 7
0 1092 377 325 1 0
0 1093 379 66 1 2
0 1094 430 227 1 1
0 1095 435 227 1 4
0 1096 419 137 1 5
0 1097 465 107 1 0
0 1098 488 259 1 1
0 1099 456 128 1 0
0 1100 481 14 1 0
0 1101 428 167 1 4
0 1102 497 212 1 7
0 1103 468 249 1 7
0 1104 378 92 1 0
0 1105 385 54 1 0
0 1106 469 328 1 1
0 1107 449 42 1 4
0 1108 383 89 1 3
0 1109 493 123 1 0
0 1110 496 266 1 6
0 1111 425 303 1 0
0 1112 401 148 1 7
0 1113 445 201 1 3
0 1114 433 266 1 2
0 1115 427 34 1 1
0 1116 462 63 1 7
0 1117 466 105 1 1
0 1118 478 154 1 4
0 1119 497 175 1 7
0 1120 465 91 1 3
0 1121 407 336 1 0
0 1122 492 315 1 0
0 1123 440 29 1 6
0 1124 483 33 1 7
0 1125 375 70 1 3
0 1126 455 326 1 0
0 1127 446 177 1 5
0 1128 486 257 1 5
0 1129 476 84 1 6
0 1130 471 189 1 3
0 1131 426 25 1 4
0 1132 438 263 1 1
0 1133 376 267 1 0
0 1134 495 31 1 0
0 1135 487 260 1 1
0 1136 448 84 1 7
0 1137 424 19 1 7
0 1138 431 304 1 1
0 1139 436 199 1 6
0 1140 402 322 1 0
0 1141 426 18 1 0
0 1142 441 200 1 0
0 1143 380 175 1 5
0 1144 436 121 1 0
0 1145 420 320 1 4
0 1146 482 323 1 0
0 1147 411 83 1 5
0 1148 387 272 1 1
0 1149 428 207 1 4
0 1150 471 252 1 6
0 1151 467 177 1 6
0 1152 382 201 1 6
0 1153 443 290 1 0
0 1154 463 0 1 0
0 1155 411 235 1 2
0 1156 429 95 1 0
0 1157 391 36 1 3
0 1158 477 91 1 1
0 1159 376 77 1 2
0 1160 470 147 1 5
0 1161 440 115 1 1
0 1162 421 260 1 5
0 1163 466 60 1 4
0 1164 460 304 1 4
0 1165 418 187 1 7
0 1166 490 263 1 5
0 1167 417 126 1 5
0 1168 457 139 1 0
0 1169 425 233 1 1
0 1170 386 216 1 0
0 1171 402 72 1 2
0 1172 424 102 1 4
0 1173 474 138 1 5
0 1174 462 221 1 0
0 1175 466 59 1 0
0 1176 402 59 1 1
0 1177 441 109 1 7
0 1178 430 27 1 1
0 1179 441 224 1 6
0 1180 496 119 1 2
0 1181 464 15 1 0
0 1182 407 337 1 6
0 1183 460 241 1 6
0 1184 440 204 1 5
0 1185 432 265 1 2
0 1186 414 23 1 1
0 1187 434 83 1 7
0 1188 416 91 1 1
0 1189 484 302 1 3
0 1190 402 270 1 0
0 1191 400 80 1 1
0 1192 408 281 1 0
0 1193 407 307 1 1
0 1194 458 219 1 6
0 1195 418 220 1 2
0 1196 379 282 1 3
0 1197 429 264 1 6
0 1198 435 250 1 3
0 1199 378 146 1 7
0 4000 326 291 4 6
0 4001 325 301 4 3
0 4002 279 204 4 0
0 4003 311 295 4 5
0 4004 263 242 4 0
0 4005 303 256 4 2
0 4006 291 109 4 1
0 4007 325 202 4 0
0 4008 309 56 4 2
0 4009 332 348 4 0
0 4010 256 7 4 7
0 4011 257 249 4 4
0 4012 301 345 4 3
0 4013 337 240 4 4
0 4014 322 189 4 4
0 4015 296 314 4 1
0 4016 301 199 4 2
0 4017 354 93 4 2
0 4018 311 23 4 0
0 4019 279 216 4 5
0 0 407 281 3 1
0 1 425 282 3 1
0 2 430 241 3 0
0 3 442 177 3 7
0 4 429 302 3 6
0 5 458 305 3 7
0 6 393 32 3 5
0 7 391 313 3 2
0 8 383 203 3 1
0 9 461 107 3 6
0 10 484 260 3 4
0 11 483 295 3 5
0 12 387 218 3 6
0 13 491 155 3 0
0 14 492 297 3 1
0 15 480 239 3 4
0 16 497 122 3 6
0 17 401 147 3 6
0 18 377 89 3 4
0 19 453 270 3 5
0 20 473 39 3 7
0 21 471 300 3 3
0 22 471 99 3 2
0 23 399 103 3 3
0 24 414 141 3 4
0 25 426 303 3 0
0 26 380 266 3 3
0 27 436 186 3 7
0 28 432 337 3 3
0 29 432 12 3 2
0 30 483 330 3 5
0 31 405 69 3 6
0 32 461 59 3 6
0 33 398 21 3 7
0 34 413 66 3 2
0 35 499 86 3 6
0 36 428 160 3 5
0 37 437 105 3 2
0 38 376 289 3 2
0 39 484 95 3 4
0 40 470 76 3 1
0 41 421 229 3 1
0 42 428 153 3 0
0 43 483 233 3 2
0 44 388 324 3 7
0 45 426 74 3 5
0 46 410 102 3 5
0 47 443 205 3 5
0 48 383 334 3 5
0 49 385 339 3 0
0 50 386 154 3 3
0 51 463 328 3 2
0 52 492 61 3 0
0 53 423 330 3 5
0 54 432 117 3 6
0 55 448 311 3 5
0 56 489 311 3 5
0 57 419 23 3 6
0 58 453 159 3 5
0 59 411 217 3 4
0 60 474 244 3 1
0 61 400 202 3 4
0 62 487 345 3 3
0 63 425 3 3 3
0 64 443 17 3 3
0 65 466 82 3 2
0 66 495 26 3 1
0 67 396 237 3 1
0 68 468 29 3 7
0 69 414 247 3 4
0 70 487 320 3 1
0 71 462 290 3 5
0 72 499 290 3 6
0 73 458 232 3 1
0 74 392 203 3 3
0 75 396 349 3 4
