0 1000 375 0 1 0
0 1001 397 127 1 0
0 1002 386 170 1 4
0 1003 431 81 1 6
0 1004 491 198 1 4
0 1005 381 268 1 0
0 1006 406 104 1 7
0 1007 441 322 1 4
0 1008 476 65 1 7
0 1009 446 26 1 6
0 1010 498 41 1 7
0 1011 473 35 1 2
0 1012 377 132 1 5
0 1013 460 263 1 0
0 1014 453 44 1 4
0 4000 346 65 4 3
0 4001 313 110 4 5
0 4002 295 306 4 2
0 4003 315 149 4 4
0 4004 333 59 4 6
0 0 482 269 3 0
0 1 495 116 3 0
0 2 408 25 3 5
0 3 476 162 3 4
0 4 439 205 3 5
0 5 483 202 3 7
0 6 416 137 3 1
0 7 388 298 3 6
0 8 494 316 3 1
0 9 460 44 3 0
0 10 375 67 3 4
0 11 421 9 3 3
0 12 473 154 3 2
0 13 481 184 3 5
0 14 408 274 3 3
0 800 262 156 5 5
0 801 309 264 5 3
0 802 303 46 5 6
0 803 251 329 5 5
0 804 299 50 5 4
0 5000 113 271 0 2
0 5001 118 309 0 3
0 5002 20 148 0 3
0 5003 3 212 0 6
0 5004 22 183 0 7
0 5005 38 329 0 3
0 5006 116 318 0 2
0 5007 66 245 0 7
0 5008 96 263 0 0
0 5009 106 61 0 0
0 5010 52 103 0 3
0 5011 52 48 0 3
0 5012 37 7 0 1
0 5013 4 77 0 4
0 5014 61 308 0 6
1 1000 375 0 1 2
1 1001 397 117 1 0
1 1002 396 180 1 4
1 1003 441 81 1 6
1 1004 500 208 1 5
1 1005 381 258 1 0
1 1006 416 104 1 6
1 1007 451 332 1 4
1 1008 466 65 1 7
1 1009 436 26 1 7
1 1010 500 31 1 2
1 1011 483 25 1 1
1 1012 375 142 1 4
1 1013 460 253 1 0
1 1014 463 54 1 4
1 4000 346 75 4 3
1 4001 303 120 4 5
1 4002 285 296 4 2
1 4003 325 159 4 4
1 4004 343 59 4 6
1 0 482 267 3 0
1 1 495 114 3 0
1 2 406 27 3 5
1 3 478 164 3 4
1 4 437 207 3 5
1 5 481 202 3 7
1 6 416 135 3 0
1 7 390 298 3 6
1 8 496 314 3 1
1 9 460 42 3 0
1 10 375 65 3 1
1 11 421 11 3 3
1 12 471 152 3 2
1 13 479 186 3 5
1 14 408 276 3 3
1 800 260 158 5 5
1 801 309 266 5 3
1 802 305 46 5 6
1 803 250 327 5 1
1 804 299 48 5 0
1 5000 103 261 0 2
1 5001 118 319 0 3
1 5002 30 158 0 4
1 5003 13 212 0 6
1 5004 12 183 0 7
1 5005 38 339 0 3
1 5006 106 308 0 2
1 5007 56 245 0 7
1 5008 96 253 0 0
1 5009 116 51 0 1
1 5010 62 93 0 1
1 5011 52 58 0 3
1 5012 47 0 0 4
1 5013 14 87 0 4
1 5014 71 308 0 6
2 1000 375 0 1 4
2 1001 397 107 1 0
2 1002 406 190 1 4
2 1003 431 71 1 2
2 1004 500 218 1 4
2 1005 381 248 1 0
2 1006 426 104 1 6
2 1007 461 342 1 4
2 1008 456 65 1 7
2 1009 426 36 1 5
2 1010 490 21 1 2
2 1011 483 15 1 0
2 1012 375 152 1 2
2 1013 460 243 1 0
2 1014 453 54 1 7
2 4000 346 85 4 3
2 4001 293 130 4 5
2 4002 275 286 4 2
2 4003 325 149 4 0
2 4004 353 69 4 4
2 0 482 265 3 0
2 1 495 112 3 0
2 2 404 29 3 5
2 3 480 166 3 4
2 4 435 209 3 5
2 5 479 200 3 2
2 6 416 137 3 3
2 7 392 298 3 6
2 8 498 316 3 4
2 9 460 40 3 0
2 10 377 65 3 6
2 11 421 13 3 3
2 12 469 152 3 7
2 13 479 184 3 0
2 14 406 274 3 2
2 800 258 160 5 5
2 801 309 268 5 3
2 802 305 48 5 3
2 803 252 325 5 1
2 804 299 46 5 0
2 5000 93 251 0 2
2 5001 118 329 0 3
2 5002 40 168 0 4
2 5003 23 212 0 6
2 5004 2 183 0 7
2 5005 28 339 0 7
2 5006 96 298 0 2
2 5007 46 255 0 5
2 5008 96 243 0 0
2 5009 125 51 0 0
2 5010 62 83 0 0
2 5011 52 68 0 3
2 5012 57 10 0 4
2 5013 24 97 0 4
2 5014 81 308 0 6
3 1000 385 10 1 4
3 1001 397 97 1 0
3 1002 416 200 1 4
3 1003 421 61 1 2
3 1004 500 228 1 5
3 1005 375 238 1 1
3 1006 426 94 1 0
3 1007 461 332 1 0
3 1008 446 65 1 7
3 1009 416 46 1 5
3 1010 500 31 1 5
3 1011 493 25 1 4
3 1012 375 142 1 1
3 1013 460 233 1 0
3 1014 443 54 1 7
3 4000 346 95 4 3
3 4001 283 130 4 7
3 4002 265 276 4 2
3 4003 325 139 4 0
3 4004 363 79 4 4
3 0 482 263 3 0
3 1 497 110 3 1
3 2 402 31 3 5
3 3 482 168 3 4
3 4 433 211 3 5
3 5 477 198 3 2
3 6 416 139 3 3
3 7 394 298 3 6
3 8 500 318 3 5
3 9 460 38 3 0
3 10 379 65 3 6
3 11 423 11 3 1
3 12 467 152 3 7
3 13 477 184 3 7
3 14 404 272 3 2
3 800 256 162 5 5
3 801 311 268 5 6
3 802 305 50 5 3
3 803 254 323 5 1
3 804 299 44 5 0
3 5000 83 241 0 2
3 5001 118 339 0 3
3 5002 50 178 0 4
3 5003 23 222 0 3
3 5004 0 183 0 6
3 5005 18 339 0 7
3 5006 86 288 0 2
3 5007 56 265 0 4
3 5008 106 243 0 6
3 5009 125 41 0 1
3 5010 52 83 0 7
3 5011 62 58 0 1
3 5012 67 20 0 4
3 5013 34 107 0 4
3 5014 91 308 0 6
4 1000 395 20 1 4
4 1001 397 87 1 0
4 1002 426 210 1 4
4 1003 411 51 1 2
4 1004 490 238 1 5
4 1005 385 228 1 1
4 1006 426 84 1 0
4 1007 471 332 1 6
4 1008 436 65 1 7
4 1009 406 56 1 5
4 1010 490 41 1 5
4 1011 500 35 1 5
4 1012 385 152 1 4
4 1013 460 223 1 0
4 1014 433 54 1 7
4 4000 346 85 4 0
4 4001 273 130 4 7
4 4002 255 276 4 7
4 4003 325 129 4 0
4 4004 373 89 4 4
4 0 482 261 3 0
4 1 499 112 3 4
4 2 400 31 3 7
4 3 484 170 3 4
4 4 431 211 3 7
4 5 475 196 3 2
4 6 416 141 3 3
4 7 394 300 3 3
4 8 498 320 3 5
4 9 460 36 3 0
4 10 377 65 3 7
4 11 423 13 3 3
4 12 467 150 3 0
4 13 475 184 3 7
4 14 402 270 3 2
4 800 256 160 5 0
4 801 312 268 5 0
4 802 305 52 5 3
4 803 256 321 5 1
4 804 299 42 5 0
4 5000 73 231 0 2
4 5001 118 349 0 3
4 5002 60 188 0 4
4 5003 23 232 0 3
4 5004 10 183 0 6
4 5005 8 329 0 2
4 5006 76 298 0 5
4 5007 66 265 0 6
4 5008 106 253 0 3
4 5009 125 31 0 2
4 5010 42 83 0 7
4 5011 72 48 0 1
4 5012 77 30 0 4
4 5013 44 117 0 4
4 5014 101 308 0 6
5 1000 405 30 1 4
5 1001 397 77 1 0
5 1002 436 220 1 4
5 1003 401 41 1 2
5 1004 480 248 1 5
5 1005 395 218 1 1
5 1006 416 94 1 5
5 1007 471 322 1 0
5 1008 426 75 1 5
5 1009 396 66 1 5
5 1010 480 51 1 5
5 1011 500 25 1 1
5 1012 385 142 1 0
5 1013 460 213 1 0
5 1014 423 54 1 7
5 4000 356 75 4 1
5 4001 283 120 4 1
5 4002 250 276 4 6
5 4003 325 119 4 0
5 4004 375 99 4 5
5 0 482 259 3 0
5 1 500 114 3 5
5 2 398 31 3 7
